Make,Model,Cylinder,Transmission,CityMPG,HighwayMPG,CombinedMPG,Air Aspir Method,Air Aspiration Method Desc,Transmission,Trans Desc,Drive,Drive Desc,Fuel,Fuel Usage Desc - Conventional Fuel,Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class,Carline Class Desc,Release Date,CityCO2,HighwayCO2,CombinedCO2
Honda,ODYSSEY 2WD,6,Auto(A6),19,28,22,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2400,2400,20,"Special Purpose Vehicle, minivan 2WD",2014-08-01,468,321,402
Honda,PILOT 2WD,6,Auto(A5),18,25,21,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,30,Small SUV 2WD,2014-06-03,500,349,432
Honda,PILOT 4WD,6,Auto(A5),17,24,20,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,31,Small SUV 4WD,2014-06-03,514,364,446
HYUNDAI MOTOR COMPANY,Genesis Coupe,6,Auto(S8),16,25,19,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,3,Subcompact Cars,2014-05-20,543,354,458
HYUNDAI MOTOR COMPANY,Genesis Coupe,6,Manual(M6),16,24,19,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,3,Subcompact Cars,2014-05-20,535,368,460
HYUNDAI MOTOR COMPANY,Veloster,4,Auto(AM6),27,36,30,NA,Naturally Aspirated,AM,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,4,Compact Cars,2014-07-17,321,247,288
HYUNDAI MOTOR COMPANY,Veloster,4,Auto(S6),24,31,27,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,4,Compact Cars,2014-07-17,369,282,330
HYUNDAI MOTOR COMPANY,Veloster,4,Manual(M6),26,35,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,4,Compact Cars,2014-07-17,335,250,297
HYUNDAI MOTOR COMPANY,Veloster,4,Manual(M6),24,33,28,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,4,Compact Cars,2014-07-17,362,263,317
HYUNDAI MOTOR COMPANY,Elantra,4,Auto(S6),28,38,32,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,5,Midsize Cars,2014-06-01,319,234,281
HYUNDAI MOTOR COMPANY,Elantra,4,Manual(M6),27,37,31,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,2014-06-01,328,234,286
HYUNDAI MOTOR COMPANY,Elantra,4,Auto(S6),24,35,28,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,2014-06-01,363,255,314
HYUNDAI MOTOR COMPANY,Elantra,4,Manual(M6),24,34,28,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,2014-06-01,364,263,319
HYUNDAI MOTOR COMPANY,Elantra Limited,4,Auto(S6),27,37,31,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,2014-06-01,329,243,290
HYUNDAI MOTOR COMPANY,Sonata HYBRID,4,Auto(AM6),36,40,38,NA,Naturally Aspirated,AM,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,1400,5,Midsize Cars,2014-06-12,247,224,237
HYUNDAI MOTOR COMPANY,Sonata HYBRID LIMITED,4,Auto(AM6),36,40,37,NA,Naturally Aspirated,AM,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,1400,5,Midsize Cars,2014-06-12,250,225,239
HYUNDAI MOTOR COMPANY,Equus,8,Auto(A8),15,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-04-29,597,387,502
HYUNDAI MOTOR COMPANY,Genesis AWD,6,Auto(A8),16,25,19,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,6,Large Cars,2014-02-15,544,356,459
HYUNDAI MOTOR COMPANY,Genesis RWD,6,Auto(A8),18,29,22,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2400,6,Large Cars,2014-02-15,489,311,409
HYUNDAI MOTOR COMPANY,Genesis RWD,8,Auto(A8),15,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-02-15,600,384,503
HYUNDAI MOTOR COMPANY,Sonata,4,Auto(S6),23,32,26,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,6,Large Cars,2014-07-15,395,282,344
HYUNDAI MOTOR COMPANY,Sonata,4,Auto(S6),25,37,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,6,Large Cars,2014-05-30,362,242,308
HYUNDAI MOTOR COMPANY,Sonata SPORT/LIMITED,4,Auto(S6),24,35,28,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,6,Large Cars,2014-05-30,376,258,323
HYUNDAI MOTOR COMPANY,Tucson FWD,4,Auto(A6),23,29,25,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,30,Small SUV 2WD,2014-06-02,382,306,348
HYUNDAI MOTOR COMPANY,Tucson FWD,4,Auto(A6),21,28,24,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,30,Small SUV 2WD,2014-06-01,425,309,373
HYUNDAI MOTOR COMPANY,Tucson AWD,4,Auto(A6),21,25,23,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-06-01,432,346,393
HYUNDAI MOTOR COMPANY,Tucson AWD,4,Auto(A6),20,25,22,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-06-02,445,347,401
INFINITI,Q60,6,Auto(S7),19,27,22,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2600,2600,3,Subcompact Cars,2014-07-17,475,332,410
INFINITI,Q60,6,Manual(M6),17,25,20,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,3,Subcompact Cars,2014-07-17,513,352,440
INFINITI,Q60 AWD,6,Auto(S7),18,25,20,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2850,3,Subcompact Cars,2014-07-17,502,354,436
INFINITI,Q60 Convertible,6,Auto(S7),18,26,20,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,3,Subcompact Cars,2014-07-17,508,349,436
INFINITI,Q60 Convertible,6,Manual(M6),16,24,19,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3000,3000,3,Subcompact Cars,2014-07-17,541,370,464
INFINITI,QX50,6,Auto(S7),17,25,20,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,7,Small Station Wagons,2014-05-06,524,357,445
INFINITI,QX50 AWD,6,Auto(S7),17,24,20,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2850,7,Small Station Wagons,2014-05-06,515,365,447
INFINITI,QX70 RWD,6,Auto(S7),17,24,19,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3000,3000,30,Small SUV 2WD,2014-05-07,525,374,457
INFINITI,QX70 AWD,6,Auto(S7),16,22,18,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3150,3150,31,Small SUV 4WD,2014-05-07,551,407,486
Jaguar,F-TYPE R Coupe,8,Auto(S8),16,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,1,Two Seaters,2014-01-30,570,386,487
Jaguar,F-TYPE V8 S Convertible,8,Auto(S8),16,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,1,Two Seaters,2014-01-30,570,386,487
Jaguar,XK,8,Auto(S6),16,24,19,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,2,Minicompact Cars,2014-01-30,556,373,474
Jaguar,XK,8,Auto(S6),15,22,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,2,Minicompact Cars,2014-01-30,588,411,508
Jaguar,XK Convertible,8,Auto(S6),16,22,18,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,2,Minicompact Cars,2014-01-30,565,398,490
Jaguar,XK Convertible,8,Auto(S6),15,22,17,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,3350,2,Minicompact Cars,2014-01-30,601,411,515
Jaguar,XF,4,Auto(S8),19,30,23,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2500,2500,5,Midsize Cars,2014-05-12,462,296,387
Jaguar,XF,6,Auto(S8),18,28,22,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,5,Midsize Cars,2014-07-09,489,321,413
Jaguar,XF,8,Auto(S8),15,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,5,Midsize Cars,2014-01-30,592,388,500
Jaguar,XF AWD,6,Auto(S8),17,27,20,SC,Supercharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2850,2850,5,Midsize Cars,2014-06-20,524,329,437
Jaguar,XF FFV,8,Auto(S8),15,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,5,Midsize Cars,2014-05-12,592,388,500
Jaguar,XJ,8,Auto(S8),15,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-01-30,599,387,504
Jaguar,XJ AWD,6,Auto(S8),16,24,19,SC,Supercharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,2014-07-01,553,364,468
Jaguar,XJ FFV,6,Auto(S8),18,27,21,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2700,2700,6,Large Cars,2014-07-01,497,329,421
Jaguar,XJ FFV,8,Auto(S8),15,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-07-01,599,387,504
Jaguar,XJL,8,Auto(S8),15,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-01-30,599,387,504
Jaguar,XJL AWD,6,Auto(S8),16,24,19,SC,Supercharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,2014-07-01,558,364,471
Jaguar,XJL FFV,6,Auto(S8),17,27,20,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2850,2850,6,Large Cars,2014-07-01,535,328,442
Jaguar,XJL FFV,8,Auto(S8),15,23,18,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-07-01,599,387,504
Jeep,Cherokee FWD,4,Auto(A9),22,31,25,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,30,Small SUV 2WD,2014-07-21,414,291,359
Jeep,Cherokee FWD,4,Auto(A9),22,31,25,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,30,Small SUV 2WD,2014-07-21,414,291,359
Jeep,Cherokee FWD,6,Auto(A9),21,29,24,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,30,Small SUV 2WD,2014-07-21,430,307,375
Jeep,Compass FWD,4,Auto(AV),22,27,24,NA,Naturally Aspirated,CVT,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,30,Small SUV 2WD,2014-08-04,406,333,373
Jeep,Compass FWD,4,Manual(M5),23,30,26,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,2014-08-04,385,294,344
Jeep,Compass FWD,4,Auto(A6),21,28,23,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,30,Small SUV 2WD,2014-08-04,424,323,379
Jeep,Patriot FWD,4,Auto(AV),22,27,24,NA,Naturally Aspirated,CVT,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,30,Small SUV 2WD,2014-08-04,406,333,373
Jeep,Patriot FWD,4,Manual(M5),23,30,26,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,2014-08-04,385,294,344
Jeep,Patriot FWD,4,Auto(A6),21,28,23,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,30,Small SUV 2WD,2014-08-04,424,323,379
Jeep,Cherokee 4X4,4,Auto(A9),21,28,24,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2200,2200,31,Small SUV 4WD,2014-07-21,426,315,376
Jeep,Cherokee 4X4,4,Auto(A9),21,28,24,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2200,2200,31,Small SUV 4WD,2014-07-21,426,315,376
Jeep,Cherokee 4X4,6,Auto(A9),20,28,23,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-07-21,439,321,385
Jeep,Cherokee 4x4 Active Drive II,4,Auto(A9),21,27,23,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-07-21,429,327,383
Jeep,Cherokee 4x4 Active Drive II,6,Auto(A9),19,26,22,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-08-01,475,338,414
Jeep,Cherokee Trailhawk 4X4,4,Auto(A9),19,25,22,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-07-21,456,354,410
Jeep,Cherokee Trailhawk 4X4,6,Auto(A9),19,26,22,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-07-21,462,340,407
Jeep,Compass 4X4,4,Auto(A6),21,27,23,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-08-04,430,330,385
Jeep,Compass 4X4,4,Auto(AV),20,23,21,NA,Naturally Aspirated,CVT,Continuously Variable,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,31,Small SUV 4WD,2014-08-04,441,387,416
Jeep,Compass 4X4,4,Manual(M5),22,27,24,NA,Naturally Aspirated,M,Manual,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2200,2200,31,Small SUV 4WD,2014-08-04,401,326,367
Jeep,Patriot 4X4,4,Auto(A6),21,27,23,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-08-04,430,330,385
Jeep,Patriot 4X4,4,Auto(AV),20,23,21,NA,Naturally Aspirated,CVT,Continuously Variable,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,31,Small SUV 4WD,2014-08-04,441,387,416
Jeep,Patriot 4X4,4,Manual(M5),22,27,24,NA,Naturally Aspirated,M,Manual,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2200,2200,31,Small SUV 4WD,2014-08-04,401,326,367
Jeep,Wrangler 4X4,6,Auto(A5),17,21,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,31,Small SUV 4WD,2014-07-21,532,420,482
Jeep,Wrangler 4X4,6,Manual(M6),17,21,18,NA,Naturally Aspirated,M,Manual,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,31,Small SUV 4WD,2014-07-21,537,412,481
Jeep,Wrangler Unlimited 4X4,6,Auto(A5),16,20,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,31,Small SUV 4WD,2014-07-21,557,442,505
Jeep,Wrangler Unlimited 4X4,6,Manual(M6),16,21,18,NA,Naturally Aspirated,M,Manual,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,31,Small SUV 4WD,2014-07-21,564,428,503
Jeep,Grand Cherokee 4X2,6,Auto(A8),17,25,20,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2600,2600,32,Standard SUV 2WD,2014-07-21,511,360,443
Jeep,Grand Cherokee 4X2,8,Auto(A8),14,22,17,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GM,Gasoline (Mid Grade Unleaded Recommended),3200,3200,32,Standard SUV 2WD,2014-07-21,629,403,527
Jeep,Grand Cherokee 4X4,6,Auto(A8),17,24,19,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,2014-07-21,527,373,458
Jeep,Grand Cherokee 4X4,8,Auto(A8),14,20,16,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,GM,Gasoline (Mid Grade Unleaded Recommended),3400,3400,33,Standard SUV 4WD,2014-07-21,656,443,560
Jeep,Grand Cherokee SRT8 4x4,8,Auto(A8),13,19,15,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3800,3800,33,Standard SUV 4WD,2014-07-21,694,475,595
KIA MOTORS CORPORATION,Forte Koup,4,Auto(S6),22,30,25,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,4,Compact Cars,2014-05-26,397,292,350
KIA MOTORS CORPORATION,Forte Koup,4,Manual(M6),22,29,25,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,4,Compact Cars,2014-05-26,402,303,357
KIA MOTORS CORPORATION,Forte Koup,4,Auto(S6),25,34,28,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,4,Compact Cars,2014-05-26,356,262,314
KIA MOTORS CORPORATION,Forte Koup,4,Manual(M6),24,33,27,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,4,Compact Cars,2014-05-26,367,270,323
KIA MOTORS CORPORATION,Rio,4,Auto(S6),27,37,31,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,4,Compact Cars,2014-07-09,328,239,288
KIA MOTORS CORPORATION,Rio,4,Manual(M6),27,37,31,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,4,Compact Cars,2014-07-09,325,236,285
KIA MOTORS CORPORATION,Forte,4,Auto(S6),26,39,31,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,2014-05-26,337,230,289
KIA MOTORS CORPORATION,Forte,4,Manual(M6),25,37,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,2014-05-26,350,237,299
KIA MOTORS CORPORATION,Forte,4,Auto(S6),25,36,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-05-26,360,250,310
KIA MOTORS CORPORATION,OPTIMA,4,Auto(S6),20,31,24,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,5,Midsize Cars,2014-05-09,437,286,369
KIA MOTORS CORPORATION,OPTIMA,4,Auto(S6),23,34,27,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,5,Midsize Cars,2014-05-09,387,260,330
KIA MOTORS CORPORATION,Optima HYBRID,4,Auto(AM6),36,40,38,NA,Naturally Aspirated,AM,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,1400,5,Midsize Cars,2014-08-01,247,224,237
KIA MOTORS CORPORATION,Optima HYBRID EX,4,Auto(AM6),35,39,37,NA,Naturally Aspirated,AM,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,1400,5,Midsize Cars,2014-08-01,252,229,242
KIA MOTORS CORPORATION,Cadenza,6,Auto(A6),19,28,22,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2400,2400,6,Large Cars,2014-04-15,477,316,404
KIA MOTORS CORPORATION,Forte 5,4,Auto(S6),21,29,24,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,6,Large Cars,2014-05-26,419,304,367
KIA MOTORS CORPORATION,Forte 5,4,Manual(M6),21,29,24,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,6,Large Cars,2014-05-26,413,306,365
KIA MOTORS CORPORATION,Forte 5,4,Auto(S6),25,33,28,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,6,Large Cars,2014-05-26,358,266,317
KIA MOTORS CORPORATION,K900,6,Auto(A8),18,27,21,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2500,2500,6,Large Cars,2014-01-02,501,335,427
KIA MOTORS CORPORATION,K900,8,Auto(A8),15,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-01-02,584,384,494
KIA MOTORS CORPORATION,Soul,4,Auto(S6),24,30,26,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,7,Small Station Wagons,2014-07-01,365,291,332
KIA MOTORS CORPORATION,Soul,4,Manual(M6),24,30,26,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,7,Small Station Wagons,2014-07-01,370,291,335
KIA MOTORS CORPORATION,Soul,4,Auto(S6),23,31,26,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,7,Small Station Wagons,2014-07-01,382,291,341
KIA MOTORS CORPORATION,Soul ECO dynamics,4,Auto(S6),24,31,27,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,7,Small Station Wagons,2014-07-01,369,292,334
KIA MOTORS CORPORATION,Sorento FWD,4,Auto(A6),20,27,23,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,30,Small SUV 2WD,2014-01-02,440,325,388
KIA MOTORS CORPORATION,Sorento FWD,6,Auto(A6),18,25,21,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,30,Small SUV 2WD,2014-01-02,484,354,425
KIA MOTORS CORPORATION,Sportage FWD,4,Auto(A6),20,26,23,TC,Turbocharged,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,30,Small SUV 2WD,2014-06-02,436,339,393
KIA MOTORS CORPORATION,Sportage FWD,4,Auto(A6),21,28,24,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,30,Small SUV 2WD,2014-06-02,426,309,373
KIA MOTORS CORPORATION,Sorento AWD,4,Auto(A6),19,25,22,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-01-02,455,350,408
